ID	Topic	Text	Sentiment
4082	general	@carlaaslan tho the majority of the time they didn't make much sense lol  p.s my favourite instrument was the wooden drum block 	positive
4083	general	Hello world, what's going on? 	positive
4084	general	Ughhh still so much stuff to move and no where to put it  I would post a picture of my room but I dnt no how to lol... Freakin blackberry	negative
4085	general	@mrsbrieva does she pray for me? 	negative
4086	general	@ItsChelseaStaub you have no idea how much i wish i could hug my grandma and my nanny....I felt the same way after seeing UP 	negative
4087	general	My cough is getting worse. 	negative
4088	general	@MyInnerTricia then you can stop here at my house on your way!! WOO HOOO!!! 	positive
4089	general	@TheMiddayMiss yea gurl!  I just wasted a good outfit!   Ah well...	negative
4090	general	@tommcfly Have fun  Hope you sleep well when you get the chance to. Good question.... I have no idea, lol. x	positive
4091	general	GAH! I'm broke in one account and not in another but chuffing NAtionwide wont let me transfer it internally!! 	negative
4092	general	I have to seek my business. It is very difficult. 	negative
4093	general	@josche   I remember you talking about or describing him. Sounds interesting! 	positive
4094	general	@nidialmann @2_Centz wish i was there 	negative
4095	general	finally washed my hair. this was a good idea. mental note......dont leave it for a week. i can be festy at times 	negative
4096	general	Wow!  What an awesome weekend!  	positive
4097	general	Today's 20 min Wii Active exercise is done. It wasn't half bad. And it detected my rest day yesterday and rescheduled. Great investment! 	positive
4098	general	@foxnews That really sucks. 	negative
4099	general	@xAlysonMichalka U r one classy girl Alyson and so friendly too.. Love ur stuff as always. Keep twittering 	positive
4100	general	tonight-jonas brothers 	positive
4101	general	YESSSS I'M ALLOWED TO GO RIDIIIING 	positive
4102	general	@imanidawson did you really think that? 	positive
4103	general	I wonder if anyone is following someone that they really liked, but the more they follow the person, the less they like them. 	negative
4104	general	Re-pinging @MsQueenn: Somethings wrong with my Twinkleeeeee!!  ha ha :p but I still love you tho	negative
4105	general	Its raining felines and canines outside I miss the sun 	negative
4106	general	Congrats class of 09!!! I'll miss you 	negative
4107	general	@IAMtheCOMMODORE oh at  my place is so HOT ! Have agreat run  hope Detroit will win 2nd game too 	positive
4108	general	participating in this year's national heart week... exciting 	positive
4109	general	so far today sucks 	negative
4110	general	#myweakness Men with ridiculous swag and soft lips  lol	positive
4111	general	@uberaubs Something evil... something veeeery evil. muahaha....     no, really I have no idea 	negative
4112	general	here comes number 12. 	positive
4113	general	suddenly missing all d fun i used to have on twitter.... &amp; thus m getting freakin' bored.... 	negative
4114	general	yay 4 tonight show w/ Conan!! wont ever make it that late, added to the DVR 	positive
4115	general	I love shopping. 	positive
4116	general	Lent my Guitar Hero drum kit to a friend, he broke my cymbal... 	negative
4117	general	@mileycyrus heey, miley come to brazil! 	positive
4118	general	@MattioV @thomasfalconer you owe us coffee ...and you have to drive up to ridgefield  	positive
4119	general	Geography Exam today = Total fail  bad timess...	negative
4120	general	sape ada paypal USD70 untuk dijual? offer me your best rate.. 	positive
4121	general	A slow night at work 	negative
4122	general	@selfproduction YW dear.  Hope it gets straightened out. 	positive
4123	general	@ DMV...prepared 2 b here for a couple hours 	negative
4124	general	@onceatweeter &quot;beatches&quot; meaning moi? lol. its going good! hope u are well 2. &amp; bastards shld be happy now, lakers won...oops ur 4rm FLA 	negative
4125	general	@TamyT_xx already did! 	positive
4126	general	i Miss Akeira Sooo Much 	negative
4127	general	SOO bummed about jon &amp; kate   I was really hoping they'd make it work.. maybe they'll get back together after they get their junk together	negative
4128	general	JONAS BROTHERS MUSICC 	positive
4129	general	@ron2 50%? 	positive
4130	general	@kemalie I might be a genius, but since I don't have service here I thought I'd ask if your day was going any better yet? 	positive
4131	general	definitely! let me know when you're here 	positive
4132	general	@soverpeck of course she is classy. She is the worlds first and uglyest supermodel must be 	positive
4133	general	$4 lonestar pitchers at @mugshotsaustin ?  If only I wasn't still recovering from last weekend's bout of irresponsible gluten consumption 	negative
4134	general	@taylorswift13 see you in 3 hours 	positive
4135	general	Just picked up our new dog. 	positive
4136	general	I got song Jimmy shoes stuck in my head 	positive
4137	general	ugh. got killer headache. wishing i lived in el salvador again 	negative
4138	general	@kaiilaaa yeah nah i havent finished it yet.. will do tho later tonight   xx	positive
4139	general	Awww  wats wrong. N yea I only check on the cool ppl lol. I'm at work bullshittin @gunnafcm	negative
4140	general	@LouiseBagshawe it was amazing getting to meet you Louise...spun out that you were there! Didn't get a pic with you though 	negative
4141	general	@kinababy sweet!  so why do you wanna sleep?	positive
4142	general	@xmeLaniiee had a little mistake 	negative
4143	general	@txshar Happy Monday shar!! Good to see ya!  Hugs to JW &amp; Adam 	positive
4144	general	completing acm application requirements... and trying to get rid of irritating viruses acquired from microsmith/dlsu complabs... 	negative
4145	general	is looking forward to the big 34 	positive
4146	general	@cheadlek Another one will be coming later in the week, i won a Westlife DVD on trademe, one that i have been after! 	positive
4147	general	@richardcoote not, hunny  mines thnotty too! Sighhhhhhh. Jhb flu is the suck. When we're better let's do drinks, yes?	negative
4148	general	i really feel like watching harry potter 1 and 2 but i don't have the dvds  someone drive me to video ezy!	negative
4149	general	home and craig is here... and i cant play Sims 3   oh and today i have to remember to turn in my math stuff or i will fail geom	negative
4150	general	@valenciamusic NOOOOOOOOOOOOO SINGAPORE &gt;&gt;&gt;&gt;&gt;&gt; JAPAN. now we have no more reason to believe 	negative
4151	general	@Camillionairee Thank you! I will be teaching Algebra I and Geometry... but I am sure I will still see ya  Are you enjoying your summer?	positive
4152	general	finals tonight! Should be a good game 	positive
4153	general	@MsClara  tepid bath and if that fails get yourself earplugs, a good book, and settle in for a few hours of rocking?	negative
4154	general	@tylercyrus FAGGLEEE. I miss you 	negative
4155	general	@ShayAllTimeLow aww lameee and poor alex  im glad he's doing better	negative
4156	general	last show tonite boo hoo  me sad  am gonna miss my fellow cast mates so much 	negative
4157	general	My favorite part of the night...@prissi2 said wait I think I just saw Jonas on the Burger King window...go back go back!! Haha hilarious! 	positive
4158	general	@texanoutofwater  yeah its expensive	negative
4159	general	at work. super busy. getting a drank. upset. 	negative
4160	general	Eminem's performance was good but looked toned down 	negative
4161	general	@panduh I guess you have no plans of getting your own place  I bet all the good bridges are taken in puketon beach.	negative
4162	general	wants my baby home now, stupid having to wait till sat 	negative
4163	general	Faith and i are at her dads work. Biiig chillen. About to go get chinkanise by the pound. 	positive
4164	general	Just got back to the hotel. Sooo tired. Night! 	positive
4165	general	@ddlovato Bill Beckett And lovato are homies who knew! 	positive
4166	general	getting ready,out with mommy for mothers day 	positive
4167	general	@ladybug8320 Thank you, Hardwick Hall, I didn't see any signs but there's no cameras allowed inside the new hall :o( Old Hall's OK though 	positive
4168	general	@ShawnKing Very sad to hear of your passing (not a phrase you hear often!). 	positive
4169	general	physics is taking my entire life...i have no summer 	negative
4170	general	@petra_rajala Aww!  Don't worry, some head pain is normal with any interaction with the Horde.	negative
4171	general	thought that Treasure Rocked...check out some of the blogging  http://tinyurl.com/lcpo4s	positive
4172	general	@lanehartwell You're the second to say that. I take it as a complement. 	positive
4173	general	working on a solo flute piece! simulating counterpoint with one instrument is my new favorite past time. 	positive
4174	general	jury duty time 	negative
4175	general	@tahneecullen yeah i nearly broke my ankle yesterday 	negative
4176	general	but tell me you do not will not forget that even correction back to her will be better if we talk to the concert see you later 	negative
4177	general	A blender of piping hot Korean BBQ sauce exploded on me  3rd degree burns on my belly	negative
4178	general	i can't wait till tomorrow is over! 	negative
4179	general	Totally burnt out after an entire day of meetings. And I still have to prepare for this sunday's song leading by tonight..  #fb	negative
4180	general	@PhillyD Family always comes first Phil.  I hope your dad get's better 	positive
4181	general	Walking 20 miles today.  Seems like a good idea since i have 5 months to get UNFAT!  Yayy 5 months 	positive
4182	general	I want this week to be over. 	positive
4183	general	Is missing her cousin terribly 	negative
4184	general	@LadyRaven Again, i have no idea what Lovecats is! So outta the loop these days 	negative
4185	general	is psyched for the mtv movie awards !  new moon trailer	positive
4186	general	morning exercise continues! Today, will be a bike ride to Albany... even if I'm exhausted 	positive
4187	general	Since upgrading to iLife '09 and trying to sync my photos between my iMac &amp; MBP with Chronosync  I've screwed the photos on the MBP. 	negative
4188	general	@thisissakura hey - good to meet you too  send me some of your songs when you're ready!	positive
4189	general	I'll be working til ten oclock tonight. I love her. Forever and always 	positive
4190	general	hey guys..please check out my audioboo uploadz  find them at www.audioboo.fm/profile/Emo__SAM	positive
4191	general	House to myself   Back to the grind of EVP/Audio review	positive
4192	general	@kaylastack one of yup 	positive
4193	general	I finally got around to trying on the replica 16th c. Venetian gown I purchased for the vampire ball in New Orleans...and it's GORGEOUS! 	positive
4194	general	At home !! I had a wonderful wonderful dayyyyy!!!! I love my famalia... Each and everyone on each and everyyy side... 	positive
4195	general	hoping the letter in the post was a cheque it turned out to be a bill.... 	negative
4196	general	Why morning comes so fast? 	negative
4197	general	@t4mmy you still have the same number or is it different? We got to hang out or something when we both aren't busy. 	positive
4198	general	@AmandaChanguris Quynn's Attic. Yum! They also offer a 10% member2member discount for Chamber members. 	positive
4199	general	@ohhhbabyyy lmao my friend was like call them and i was like but i dont sound like my self cause im sick 	negative
4200	general	Yikes, we will get tons of iPhone app updates starting tomorrow when the 3.0 firmware is released by Apple. Download galore. 	negative
4201	general	My little princess is being very cranky this morning 	negative
4202	general	I'm beginning to doubt that it's even possible to win this #trackle thing 	negative
4203	general	 why i gotta hit a parked car is beyond comprehension... hard earned won down the drain... well... more like to the body shop...	negative
4204	general	@xxcountrygirl12 My favourite part was.. hmm.. when the old lady bit the police man in the neck  Yours?	positive
4205	general	@minastefan English roast!! wheres my invite? 	positive
4206	general	www.toyoverlord.com = toy goodness 	positive
4207	general	@pdx_baby ...til she fell asleep. only took about 6 minutes of singing and scalp massage and boom she was out. fell asleep smiling 	positive
4208	general	@WonderMooShinGi yeah we all share your joy as well! 	positive
4209	general	done, done...and done. Later, out to meet @inkskratch and @wheeler + the dereks to see UP. 	positive
4210	general	http://bit.ly/KNo6e   kudos to you if you can name what movie that's from	positive
4211	general	@paisleypaisley it got lost in the mail. 	positive
4212	general	listening to Drake Bell- Down We Fall  &lt;3	positive
4213	general	It's bout to start raining!!!  and my hair is goin to bush-up, i cant take this!	negative
4214	general	Miky has an icky cold.    Praying that it will not get any worse than it currently is.	negative
4215	general	@bram1028 http://twitpic.com/2yi5o - Quite disgusting. I bet it stinks, and I double-bet it's a health-code violation. 	positive
4216	general	tired..  3:10am	negative
4217	general	@trinarockstarr LOVE YOU TRINA!!! OMG ur the BADDEST B  CANT WAIT FOR YOUR NEW ALBUM. YOU INSPIRE ME!!!!!!	positive
4218	general	happy monday 	positive
4219	general	just won my 50th game on solitaire 	positive
4220	general	 folk taking about me at morning break 2day	negative
4221	general	@pischina go for broke  @jbwhaley pedantic blowhards the only kind worth knowing 	positive
4222	general	@MicheleNorthrup Hope U had fun at the Trout Festival, we couldnt make it.  I really wanted to meet U &amp; try some of those delish sauces!!	negative
4223	general	Recovered from surgery but can't sleep!  boo!	negative
4224	general	Oh...this isn't good have just gotten back to watch the lions &amp; it seem ms we're getting whipped  18 - 3	negative
4225	general	http://twitpic.com/6s7d3 - Shorty! 	positive
4226	general	It just got dark again and I'm about to go outside w/ no jacket or umbrella. This might not end to well... 	negative
4227	general	OMG i just looked down and i spelt &quot;spell&quot; &quot;speel&quot; WTH?! :S rofl tis silly :S WHY HASNT MY NET REFRESHED?! ooh dinner BRB 	positive
4228	general	wishing i was curl up with my boy 	negative
4229	general	@cheem ditch YM for MSN. simple. 	positive
4230	general	@burbankhays open the gate to your apartment complex? I'm just kidding. swing swing swing etc etc. love it! Love you! okay, that was gay 	negative
4231	general	The pool killed my contest winning buzz.  I'm super tired &amp; hot..But tan is coming in right on time:  http://twitpic.com/7rbd5	negative
4232	general	is sadly going to have to cancel my Chicago trip next week. 	negative
4233	general	@kobebryant240 what?0h sooo sad  but why?	negative
4234	general	needs to study.. time 4 coffee and motivation... 	negative
4235	general	Nervous for Monday morning, I wonder what will be said. He means a stupid amount to me 	negative
4236	general	@Hanishi Ah, well. Procrastinate more? 	positive
4237	general	@Speaker99 GOOD Morning 	positive
4238	general	@xkillthelightsx How was it? I really need to read the book first though...... 	negative
4239	general	Back in Ottawa where the weather is quite nice. Now to deal with office politics.    	negative
4240	general	Sigh....I must tidy my room......so annoying....  	negative
4241	general	Just arriving from a long pleasant walk! 	positive
4242	general	just got done swimming at 9pm. now i have to go take care of my mom, she broke her foot. 	negative
4243	general	@jaredlunde Very classy logo. Sharp, simple, yet articulate 	positive
4244	general	Brushing My Teeh  Ãiii.!	positive
4245	general	@taylor_blue LMFAO, I LOVE that you went there.  Did you see the episode?! How did you like it?	positive
4246	general	im at silverstone ouut side a burger van eatiiin a burger... this is the lyyf! yessss Sebastian Vettel got pole  yay xxxx buut im am cold 	negative
4247	general	haciendo la homework de las vacations hoho q weva   lÂ¡sten &quot;as i am - miley cyrus&quot; hoho iâ¥the song!	negative
4248	general	@fuzzyfe yes u r...gold star by ur name  	positive
4249	general	@chrisstjohn http://my.barackobama.com/page/content/iphone but it no longer seems to be in the app store. 	negative
4250	general	Woo, Twitter's back online. 	positive
4251	general	@cassidystarship Haha it sure is, im a very lazy person though , i wash my hair wayyyy to often to try that though 	negative
4252	general	@sarah_marina lol do ppl think ur tweetn ur self?! hee hee  NOPE IM DA TWIN!!	positive
4253	general	@spigotZ link not working for me. 	negative
4254	general	@gotenkslovesme haha yeh lol maybe.  i missed the last roadshow cause of rain	negative
4255	general	@BenchmarkIT does clapping bring them back to life? 	positive
4256	general	@TheEllenShow Oh, I wish I was in the US and could score these tickets!  Too bad for me - 8,000 km away.  	negative
4257	general	yay! aimz and sinonothin r ma friends on blogster life coldnt be any better well except for the bf part dnt have one.....  	negative
4258	general	@KeNiJoeFanatic yeah i think david is gonna be there during the show that i'm gonna be working at.  there's one more band that's with demi	positive
4259	general	Working today. 	positive
4260	general	@aussiecynic it's been hectiv runny around after the women but goof  just making them both a surprise now	positive
4261	general	@MikamiTeru Don't worry...haha Yay is alive..I'll wait ..Wii June 20th!! Luv ya too 	positive
4262	general	@sanye  It's your day today! Gefeliciteerd, tis verdiend	positive
4263	general	It's rough being that guy hot female is just friends with  hopefully I'll get lucky this weekend coming up.	negative
4264	general	@iLLBLvnDW4Evr32 Have fun!!! 	positive
4265	general	@markhoppus will the band be visitin Edmonton Alberta Canada 	positive
4266	general	@miffmelon 	positive
4267	general	@Stefni127 I dunno, she isn't in my area for a while so I can't see her. And I go away soon 	negative
4268	general	Is off to Bangkok and sits right behind the pilot  - http://tweet.sg	positive
4269	general	Julian 3rd Place Well Donee; Flawless Noooo 	negative
4270	general	@thenxmeto not always. I want you to come watch it with me 	negative
4271	general	@dylan_maaka oohh crap yeah i thought about that this arvo  oh well im sure it willl be fine the building is locked	negative
4272	general	@zo_GFT gosh I hope it does  lol. Hows it looking on your side? x	negative
4273	general	@theasiangoddess my pleasure!!  	positive
4274	general	I am trying to figure out why I can't use my phone to update 	negative
4275	general	@gossi Sometimes you see what you want to see   Perv!	positive
4276	general	has been very busy ! Just finished perfomring in Titanic the Musical at the Gordon Craig Theatre 	positive
4277	general	@alaksir thanks  but twitter is such a distraction haha.. o ya, sudah bawa tumbler blm ke starbucks? hehe. hr ini last day promo..	positive
4278	general	where are you sunshine? All I wanna do is go to the beach and tan 	negative
4279	general	Tradespacers - Have you added yourself to the TwitterLeague? http://twitterleague.com/view_league/301 (Via @Essex_courier ) Thanks Sarah 	positive
4280	general	Nothing like reuniting with friends and family. But we gotta do these things at more reasonable hours!! It's Mother's Day - I miss mine 	negative
4281	general	@snagy i probably will, but moving a friend this weekend so very little time online 	negative
4282	general	First ever Twitter via mobile.  In bed watching The Simpsons on Channel 4. Marvellous.	positive
4283	general	just saw casey groves in the one-actor play &quot;damien,&quot; powerful. now i have to leave molokai for oahu... one more home to farewell. 	negative
4284	general	@StampfliTurci  yes I can imagine, I need my morning coffee otherwise I cannot function, have a good and relaxing Sunday	positive
4285	general	couldn't remember if I was home or still in uk somewhere. very odd. did finally get to my bed at 3am. so tired. back to work tomorrow 	negative
4286	general	@maddisondesigns @modbird Hell yeah, we rock! Still cracks me up too, though. 	positive
4287	general	going to the gym today before work 	positive
4288	general	hands are very sore and achy after steam cleaning the sofa  	negative
4289	general	@hughashton i am an evil herbivore... wuahahahahahaha....  went to LA to see Sexie several years back, that was fun. 	positive
4290	general	Every dog has his/her day but that doesn't mean you want to be one 	positive
4291	general	@applemints i'm still sad that Onew left 	negative
4292	general	i could really go for some dunkin donuts right now!  dang this small town i live in!	negative
4293	general	Stressed beyond tears... And having people say rediculously insensitive things.... Joy  ... Trying to turn it all over to God	negative
4294	general	laser quest was wicked. 	positive
4295	general	hate this afternoon 	negative
4296	general	@tristybby i want to 	negative
4297	general	@JennyDuncanDEW1 Thank u!!!!!!!!!! 	positive
4298	general	http://twitpic.com/7gjwj - I think Dakota will play Jane well. 	positive
4299	general	@TCSLive twhirl, and by the looks of it that is what you prefer. 	positive
4300	general	i got a freaking virus and am missing free comic book day. 	negative
4301	general	@EvilNanny @Bathbad top of the morning both was beginning to think I was alone work what a distraction 	negative
4302	general	@sstellar87 i'm in queens .. headed to manhattan in a little, but i'm not going to be there long 	negative
4303	general	This is another one of those really good day! Just had a nice nap, now time for the Newicks reunion! Finallly 	positive
4304	general	@FranKoUK guitar lessons soundsss good  when?  xx	positive
4305	general	@MJthedog I just followed 	positive
4306	general	Bored!! I wish I didn't have a curfew at 19!!!!!! 	negative
4307	general	Just got off the cruise. Fun fun fun 	positive
4308	general	Just heard the funniest thing ever, I can't stop smiling and laughing, haha  that joke made my day	positive
4309	general	just got home from gettin' the flowers and such. cleaning my room. then who knows. prom!  gotta remember to charge my cameraaa.	positive
4310	general	my poor honey is still sick.  	negative
4311	general	@nicolespag Done that toomany times myself. 	negative
4312	general	Nadal is withdrawing from wimbledon. 	negative
4313	general	no reply from @Audrinaaa so far. she totally forgot about me 	negative
4314	general	@cloverdash What crappy news  It's the same up here-I'm amazed anyone is still employed, the amount of huge cuts there's been.	negative
4315	general	Sad to hear about the passing of Farrah Fawcett 	negative
4316	general	big shoutout to @Jennlaskey for providing the best moving supplies!!!!  i am so grateful! thank you!!!!	positive
4317	general	@phuawl @mrsteel The correct typo for iTwinn is iTwin. This is what I saw: http://bit.ly/gtda4 &amp; http://bit.ly/KgL9X Apologize to all. 	positive
4318	general	@mileycyrus http://twitpic.com/6fwg3 - I love your eyes 	positive
4319	general	@ShiaLabeouf11 i really can't wait 'til Transformers 2!! the trailer &amp; other sneak previews look so amazing!! 	positive
4320	general	lovin facebook wars with miwwie! =P    she knows somethin u dont no 	positive
4321	general	@jdwcornell I am lost. Please help me find a good home. 	negative
4322	general	@laurin09 You know what? I just re-watched Kris singing Heartless on Top 3, and I'm really pissed off that I can't download it anymore. 	negative
4323	general	@professorgreen paahahahahhaha! But my spidey-gloves are at the dry cleaners 	negative
4324	general	@Ben_Jarelbo Sweeeeeet! Im going to be a a paramedic one day  . . . Erm why is a paramedic car you ride for the day? Its still coool! 	positive
4325	general	@TheEmmaHamilton I really wanna join 	negative
4326	general	going home to long island to get a cat scan ....because all the sudden i cant bend over my back is killing me 	negative
4327	general	@Daveyasprey let me know if that films any good, oh n happy late bday 	positive
4328	general	noooo it looks like June gloom will be burnt off this week  goodbye high 60s, hello high 80s/90s :[	negative
4329	general	yep im a nood who highlights his im okay with that 	positive
4330	general	@MikeReedSNS Check your email 	positive
4331	general	Weird watching TV late at night without hearing the faint sound of peanuts and lettuce being nommed by Mr Fluff behind me. Miss him  lots.	negative
4332	general	@DonnieWahlberg oh my goodness I am heartbroken 	negative
4333	general	I never drink anymore  I'm drinking iced tea	negative
4334	general	listening to juggernauts by enter shikari, and now cant wait for the new album 	positive
4335	general	I am so bummed right now  I've just been informed that I wont start work till october and IT SUCKS TO BE AT HOME SUCKS MAJOR TIME SUCKS!!	negative
4336	general	Well I guess I should start actually packing now...  i cant tweet while i'm on vacation cause i wont have any internetness. ( unless	negative
4337	general	@uvestor lol! Thanks.. I learned a little about real estate last night! ;) Tonight will be just as fun if not more! 	positive
4338	general	sleepy, work againg all day tomorrow 	negative
4339	general	@nataliaaa_yo im two hours behind you. its 12 here. its 2 there. i still have 2 hours til you can yell at me  lol. go! now!	positive
4340	general	called at 02:02 by the on call person as they couldn't fix an issue and been awake ever since . My alarm goes off in an hour. 	negative
4341	general	@Yosid But my fake kinda sucks...  Of course, it's hard to compete when I'm this fab, but I'm committed to &quot;Keeping it Eal&quot;	negative
4342	general	...my heart murmur is acting up tonight.  	negative
4343	general	@followilliam i got rejected by somewhere today because i was too young, too. 	negative
4344	general	Castle on a cloud used to be my song to sing at parties now I can't remember a single word of it 	negative
4345	general	back to college uhhhhhh  had an awesomeee easter break though, like really	negative
4346	general	@HannahElise01 i jst forogt to ask you did you get my txt bout having the money for bec's party  lol	positive
4347	general	Im not tweeting!! What happens to mee?!?!?!? xD jajajaja I guess Im sleepy 	negative
4348	general	Woke up to my big pug whining and limping  Think he got bitten or stung on his pad...makes me sad to see him not himself.	negative
4349	general	@annspade I would hope that you never change Ann. Your one cool ass chickie in my book  &lt;3	positive
4350	general	@squink arse  I figured that was the case - oh well looks like I might have to bite the bullet *heh*	negative
4351	general	@Chrishell7 pssst &gt; TruthTweetFYI - Adam Lambert &quot;All Posers&quot; http://bit.ly/CiS9k i won't tell anyone u followed a fake Lambert 	positive
4352	general	Happy Tuesday Friends!!! Finally feeling some better today!!!   Have a great day!!!	positive
4353	general	is at school, can't wait to go home, need sleep  but no, have to get ready for work bahh.	negative
4354	general	tweet 7,500. Wow, lets plug my gay marriage/civil union post for this  http://is.gd/KhDv	positive
4355	general	@austinromero  I'm sleepy. I can't help it I look beat up!	negative
4356	general	@tommcfly goodbye Tom, we'll miss you so much  back soon, love you  xx	negative
4357	general	foundddddd  meee phone. well.... it was in donna's car  happphapphappyyy	positive
4358	general	@khali_blache It's cute, hey 	positive
4359	general	Back home watching nip/tuck.. The proposal was amazing+sadly romantic 	negative
4360	general	WOW... mariah carey is on my playlist! havent heard her for ages!! without you is such an flippin awesome classic! 	positive
4361	general	Work 5- 1130 	negative
4362	general	@theblackestsea http://twitpic.com/6ch68 - *less than three* 	positive
4363	general	im awake  however, @_jq is still asleep	negative
4364	general	So my phone is cut off and it killin me gr bye Twitter till the nexted time i get my hands on something with internet 	negative
4365	general	http://twitpic.com/61can - Mmmm.... Want SOME Ice Crreeaammm? 	positive
4366	general	I only have 4 more days of school! Woo hoo! Sad that i'm missin vbs though  Honduras team is leaving this week please keep them &amp; ther ...	negative
4367	general	Heading to me madre's to feed her ailing kitty cats. Wish I had an easier time transferring my car plates today. Dampens travel plans 	negative
4368	general	@Mandy1883 aww mee tooo!!! 	negative
4369	general	@JimHendrie67 now that's rank nothing like that happened at me lol well the guys infront of me kept blowing their joint smoke at me 	negative
4370	general	I want Chinese for tea! Yet another leaflet came in through the mail slot a minute ago. Luton is really looking like a fast food haven 	negative
4371	general	@calehawkins mmmmm that sounds pretty good 	positive
4372	general	SNL is gonna be great tonight 	positive
4373	general	Also an article posted where James Corden discusses &quot;Dogging&quot;   LOL   http://www.myspace.com/horneandcordenfans	positive
4374	general	@Collin_wolfboy 	negative
4375	general	argh had day old meat feeling sick 	negative
4376	general	Is finally sewing again.. Ahahhaa.. 	positive
4377	general	@xxxSupermodel it is cold out 	negative
4378	general	strawberry shortcake..yummmm 	positive
4379	general	@ashleytisdale oh i wish i was there.. can u see rob pattison? hehe 	positive
4380	general	(@Courtney_Meow) haha shut up hairy,.. just cos i didnt know that they were a band 	positive
4381	general	Work.....ugh this is going to be a long week  but i get allllll next week off!	negative
4382	general	@lynsey_s aw i'm sorry. it makes me sad that you are sad 	negative
4383	general	@twistednurse76 i'm gonna give it my all. 	positive
4384	general	@kayface15 ... the jonas brothers and mcfly?  i don't know what to think anymore!!!	negative
4385	general	@cgoldberg i use programming to do ET. 	positive
4386	general	steak w| alfredo shelled noodle  mmm tv, maybe a movie... sittin back relaxed. 14 more days til im back east for a week... can't wait!!!!	positive
4387	general	@therealsavannah heyy  i know you don't know me just wanted to sayy hi it would be nice if we could chat x	positive
4388	general	www.rock-cat.webs.com ,, and www.littlecat92.webs.com the first one is my new makeupblog and the other one is My pictures.,my song texts 	positive
4389	general	The worst time for your Macbook to die -- this req'g trip to GeniusBar?? The iphone release weekend. 	negative
4390	general	@clarissakh Jealous!! I wish there was a pool in my complex, I'd SO work poolside  When do you leave for Deutschland?	negative
4391	general	Feeling considerably better,wish i could have slept in today 	negative
4392	general	Gosh. Today's weather is HOrriTerrible! Extreme hotness. I'm losing a lot of water weight by doing nothing.  - http://tweet.sg	negative
4393	general	@fearnecotton http://twitpic.com/4jbn6 - yummm.....Very Nicee 	positive
4394	general	 valued member of our team just skipped town due to annoying exec...~sighs~	negative
4395	general	Nearly game time 	positive
4396	general	I can't believe that Padma is not hosting Top Chef Masters... 	negative
4397	general	@MariaLKanellis true, true, also gets you into a focused mood 	positive
4398	general	@tinythoughts Ahh love them! Over my limit for concert tickets though or I'd totally go with you 	negative
4399	general	i felt haunted.....&amp;hungry *at d'same tym :p* but its ok, dad'll come w/sum food! yippie! me late night dinner'll arrive :&quot;&gt; 	positive
4400	general	my fish died 	negative
4401	general	having a smoke    but hes pretty, although he looked stoned, hahaha	negative
4402	general	Tears taste salty. 	positive
4403	general	@thisisPaige what if I filled up a whole page of your twitter talking about how much I love you? Would that make it better? 	positive
4404	general	Im...kind...of...Disappointed  Thats bad	negative
4405	general	@Treenz22 @mynameislloyd @fritzanator Awesome time tonight. I knew you would check twitter before bed. Ha Ha 	positive
4406	general	NPR just used NIN as transition music. 	positive
4407	general	I've had pretty much a perfect day 	positive
4408	general	OMG. Just found out my favourite author died yesterday. I knew he'd been ill. JG Ballard rest in peace  http://tinyurl.com/c4qs4j	negative
4409	general	@PeterBlackQUT my inside information is that on-set it's referred to as &quot;Disaster Chef&quot;. Make of that what you will! 	positive
4410	general	@haylee_123 I'm so sorry, hon. My condolences 	negative
4411	general	I wish adobe would make a program called adobe appshop cs5 which would allow for creating iPhone apps with an easy artist friendly GUI 	positive
4412	general	Goodnight 	positive
4413	general	@kyeung808 Maybe I was just channeling my reaction!  HI in Aug then?  C'mon you know you wanna.	positive
4414	general	3GS launch a million times better than the 3G launch... downfall, no new shirts 	negative
4415	general	Hahaha, totally effed up that Chinese. Man, it's been too long. 	negative
4416	general	ARGHHHHHHHHHHHH! Ohh, that's better 	positive
4417	general	@DisjointedHeart You name it, i've tried it. Everyone is complaining  Pretty black little boots *happy sigh*	negative
4418	general	The spectacular Hello skate board by Antonio Carusone is now on sale http://www.buddycarrskateboards.com/ Wish I could buy one 	positive
4419	general	I have a feeling Apple is going to pussyfoot with this 3.0 update. I need this now so I can go to sleep. 	negative
4420	general	moving to NC in 8 days 	positive
4421	general	Gorgeous summer's day today... Sadly in meetings until ~ 1400  - http://bkite.com/08ytP	negative
4422	general	G-FORCE = CUTE MOVIE I must watch with the G-crew! 	positive
4423	general	@xmollieannx is so mean to me 	negative
4424	general	Fell asleep on the couch last night. Woke up at 2am due to Ninja licking my nose. What a cute little guy 	positive
4425	general	thank you  love to all @travellinggreen @sondrafaye @caramusiak @medic_ray @earthlifeshop @magnifeco	positive
4426	general	@tedguyver It's hard not to like Rainbow 	positive
4427	general	No more Heroes panel at Comic Con this year. Notice the capitalization. I don't mean the game. I mean the show. 	negative
4428	general	@mrs_mcsupergirl writing is an *excellent* way to deal w/angst&amp;woe! i have totally stayed up waaaay too late writing a time or 2 myself 	positive
4429	general	@mileycyrus in this world there isn't much love! But only with the love of god we will see it! 	positive
4430	general	@BecTilley Fresh air and sunshine will cheer you up  hope all's well bec's	positive
4431	general	  missing my jenni this morning.  Hope ur enjoying vacation so far!	negative
4432	general	@EmsyD No 	negative
4433	general	@HollyontheHill  Congratulations!  	positive
